unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
8868,43,10,10.0036,0.25,20.0,489.05,604.21,1499.4,1304.69,10.52,15.49,394.84,2318.85,8771.46,1.26,44.97,372.05,2388.04,8121.41,8.6272,0.03,367,2319,100.0,28.59,17.1269,2,1
8870,43,12,9.9997,0.2515,20.0,489.05,603.7,1496.88,1307.55,10.52,15.49,395.77,2318.84,8777.95,1.26,45.18,372.4,2388.03,8124.42,8.5971,0.03,369,2319,100.0,28.76,17.2379,2,1
8874,43,16,10.0024,0.2513,20.0,489.05,604.6,1501.47,1294.64,10.52,15.49,395.47,2318.79,8774.59,1.26,45.13,372.4,2388.03,8131.32,8.6412,0.03,369,2319,100.0,28.85,17.2265,2,1
8895,43,37,10.0048,0.2513,20.0,489.05,604.71,1490.7,1289.95,10.52,15.49,395.18,2318.83,8777.38,1.26,45.03,372.04,2388.06,8126.51,8.6004,0.03,368,2319,100.0,28.72,17.2032,2,1
8898,43,40,9.9997,0.25,20.0,489.05,604.37,1496.32,1301.74,10.52,15.49,395.07,2318.83,8778.26,1.26,45.14,371.82,2388.0,8129.94,8.6025,0.03,369,2319,100.0,28.69,17.2536,2,1
8902,43,44,10.0011,0.2505,20.0,489.05,604.16,1493.37,1299.29,10.52,15.49,395.06,2318.78,8785.07,1.26,45.2,372.05,2388.03,8128.81,8.5817,0.03,368,2319,100.0,28.62,17.1275,2,1
8903,43,45,10.0003,0.25,20.0,489.05,604.23,1501.38,1301.47,10.52,15.49,394.7,2318.85,8772.46,1.26,45.33,372.4,2388.04,8129.14,8.6049,0.03,367,2319,100.0,28.77,17.2662,2,1
8904,43,46,9.9991,0.25,20.0,489.05,604.51,1489.7,1296.17,10.52,15.49,395.19,2318.85,8777.81,1.26,45.19,372.14,2388.11,8131.98,8.6093,0.03,369,2319,100.0,28.74,17.1945,2,1
8911,43,53,10.007,0.25,20.0,489.05,604.42,1506.09,1292.19,10.52,15.49,395.74,2318.85,8779.17,1.26,45.29,372.09,2388.02,8128.52,8.6373,0.03,367,2319,100.0,28.7,17.1645,2,1
8917,43,59,10.0047,0.25,20.0,489.05,604.11,1497.38,1305.01,10.52,15.49,395.08,2318.85,8774.5,1.26,45.16,372.52,2388.08,8125.32,8.6222,0.03,368,2319,100.0,28.81,17.0855,2,1
8919,43,61,10.0049,0.2513,20.0,489.05,604.94,1492.11,1300.65,10.52,15.49,395.05,2318.8,8781.45,1.26,45.34,372.75,2388.1,8129.41,8.6217,0.03,367,2319,100.0,28.7,17.18,3,1
8941,43,83,9.9993,0.25,20.0,489.05,604.46,1499.18,1298.94,10.52,15.49,394.96,2318.87,8779.24,1.26,45.31,372.57,2388.04,8133.86,8.619,0.03,370,2319,100.0,28.52,17.3106,3,1
8948,43,90,10.0079,0.25,20.0,489.05,603.98,1492.85,1305.29,10.52,15.49,394.67,2318.83,8783.61,1.26,45.15,371.52,2388.05,8132.44,8.6093,0.03,367,2319,100.0,28.73,17.1725,3,1
8949,43,91,10.0075,0.2519,20.0,489.05,604.09,1494.76,1296.61,10.52,15.49,395.08,2318.86,8780.66,1.26,45.19,371.98,2388.08,8134.59,8.628,0.03,369,2319,100.0,28.87,17.1986,3,1
8959,43,101,10.0025,0.25,20.0,489.05,604.44,1491.6,1300.96,10.52,15.49,395.06,2318.86,8782.57,1.26,45.4,372.06,2388.06,8136.14,8.6182,0.03,368,2319,100.0,28.55,17.2857,3,1
8963,43,105,10.0057,0.2501,20.0,489.05,604.63,1495.5,1308.39,10.52,15.49,395.03,2318.87,8790.77,1.26,45.32,371.92,2388.03,8140.76,8.644,0.03,368,2319,100.0,28.77,17.2196,3,1
8975,43,117,10.0072,0.2511,20.0,489.05,604.8,1502.25,1301.36,10.52,15.49,394.88,2318.9,8786.16,1.26,45.28,371.89,2388.08,8140.25,8.6355,0.03,369,2319,100.0,28.54,17.2618,3,1
8978,43,120,10.0019,0.25,20.0,489.05,604.39,1499.23,1307.66,10.52,15.49,394.39,2318.84,8783.75,1.26,45.17,371.27,2388.03,8139.93,8.6446,0.03,367,2319,100.0,28.69,17.2846,3,1
8980,43,122,10.0011,0.2517,20.0,489.05,604.17,1501.05,1304.91,10.52,15.49,394.38,2318.93,8783.48,1.26,45.26,371.9,2388.05,8139.67,8.6402,0.03,368,2319,100.0,28.71,17.2282,3,1
8985,43,127,9.9991,0.2509,20.0,489.05,604.46,1496.43,1305.31,10.52,15.49,394.28,2318.86,8792.25,1.26,45.24,371.98,2388.08,8146.0,8.6149,0.03,369,2319,100.0,28.78,17.2083,3,1
8991,43,133,9.9984,0.25,20.0,489.05,604.54,1493.93,1304.04,10.52,15.49,394.81,2318.82,8796.84,1.26,45.32,372.2,2388.05,8143.26,8.6493,0.03,369,2319,100.0,28.56,17.1676,3,1
8992,43,134,9.9983,0.2505,20.0,489.05,604.71,1502.47,1304.62,10.52,15.49,394.71,2318.89,8791.71,1.26,45.4,371.87,2388.09,8142.91,8.6645,0.03,368,2319,100.0,28.51,17.0756,3,1
8994,43,136,10.0011,0.2502,20.0,489.05,605.01,1505.11,1307.67,10.52,15.49,394.75,2318.9,8788.2,1.26,45.44,372.25,2388.12,8146.84,8.6346,0.03,370,2319,100.0,28.64,17.0852,3,1
9001,43,143,9.999,0.25,20.0,489.05,604.67,1507.24,1308.09,10.52,15.49,394.34,2318.82,8802.07,1.26,45.17,371.73,2388.1,8149.43,8.6663,0.03,368,2319,100.0,28.71,17.2198,3,1
9014,43,156,10.0033,0.25,20.0,489.05,604.44,1500.55,1313.21,10.52,15.49,394.39,2318.91,8808.78,1.26,45.38,371.84,2388.12,8157.32,8.6482,0.03,370,2319,100.0,28.57,17.2817,3,1
9039,43,181,10.0054,0.2506,20.0,489.05,604.59,1499.93,1313.22,10.52,15.49,394.19,2318.99,8841.7,1.26,45.59,371.59,2388.19,8189.14,8.6632,0.03,369,2319,100.0,28.62,17.0672,4,1
9051,43,193,9.9982,0.2517,20.0,489.05,605.08,1509.48,1323.3,10.52,15.5,392.87,2319.03,8860.2,1.26,45.74,370.63,2388.27,8207.95,8.699,0.03,371,2319,100.0,28.29,17.1193,4,1
9058,43,200,10.0008,0.2509,20.0,489.05,605.67,1509.36,1320.38,10.52,15.5,394.09,2319.14,8887.83,1.26,45.8,371.03,2388.33,8224.1,8.7347,0.03,370,2319,100.0,28.23,17.038,4,1
9061,43,203,10.0044,0.2505,20.0,489.05,605.47,1512.71,1319.84,10.52,15.5,393.53,2319.14,8897.25,1.26,45.9,371.13,2388.33,8237.07,8.7396,0.03,371,2319,100.0,28.25,17.0633,4,1
9064,43,206,10.0065,0.2515,20.0,489.05,605.61,1508.74,1320.25,10.52,15.5,393.31,2319.14,8908.15,1.26,45.78,371.28,2388.38,8242.65,8.725,0.03,373,2319,100.0,28.33,16.8858,4,1
9065,43,207,10.0017,0.25,20.0,489.05,605.51,1509.91,1324.47,10.52,15.5,394.02,2319.15,8919.15,1.26,45.79,371.07,2388.42,8254.74,8.7495,0.03,373,2319,100.0,28.27,16.9362,4,1
9072,44,5,10.0009,0.2517,20.0,489.05,605.19,1493.29,1307.89,10.52,15.49,394.57,2318.92,8762.36,1.26,45.61,371.47,2388.17,8117.44,8.6043,0.03,369,2319,100.0,28.45,17.1887,1,1
9090,44,23,9.9989,0.25,20.0,489.05,605.05,1506.37,1307.7,10.52,15.49,394.59,2318.93,8772.16,1.26,45.51,371.45,2388.14,8122.19,8.6572,0.03,369,2319,100.0,28.55,17.119,1,1
9092,44,25,10.0053,0.25,20.0,489.05,604.67,1493.97,1312.42,10.52,15.49,394.21,2319.01,8761.41,1.26,45.42,371.33,2388.12,8118.52,8.655,0.03,369,2319,100.0,28.41,17.185,1,1
9121,44,54,10.0031,0.2506,20.0,489.05,604.73,1508.03,1307.11,10.52,15.5,394.18,2318.97,8769.51,1.26,45.71,371.41,2388.17,8118.83,8.6487,0.03,371,2319,100.0,28.52,17.1604,2,1
9155,44,88,9.9999,0.2517,20.0,489.05,605.01,1498.07,1314.35,10.52,15.49,394.18,2318.97,8767.57,1.26,45.5,371.87,2388.17,8119.02,8.636,0.03,368,2319,100.0,28.57,17.1296,3,1
9157,44,90,9.9984,0.2514,20.0,489.05,605.06,1499.21,1316.01,10.52,15.49,394.23,2318.99,8769.77,1.26,45.56,371.79,2388.14,8115.92,8.6601,0.03,369,2319,100.0,28.56,17.033,3,1
9161,44,94,10.0011,0.2513,20.0,489.05,605.27,1502.64,1308.03,10.52,15.49,395.07,2318.95,8768.29,1.26,45.4,371.81,2388.16,8117.35,8.6334,0.03,372,2319,100.0,28.43,17.0367,3,1
9173,44,106,10.0,0.2506,20.0,489.05,605.29,1501.59,1311.97,10.52,15.5,394.61,2318.99,8768.87,1.26,45.57,371.24,2388.19,8115.46,8.6571,0.03,371,2319,100.0,28.59,17.083,3,1
9181,44,114,10.0014,0.25,20.0,489.05,605.11,1497.99,1310.3,10.52,15.49,395.19,2319.0,8765.9,1.26,45.6,371.79,2388.18,8115.93,8.6778,0.03,370,2319,100.0,28.42,16.9721,3,1
9188,44,121,10.0008,0.25,20.0,489.05,604.92,1506.67,1312.36,10.52,15.5,394.51,2319.02,8768.13,1.26,45.58,371.45,2388.22,8115.47,8.6726,0.03,370,2319,100.0,28.57,17.1702,3,1
9191,44,124,10.0047,0.2508,20.0,489.05,605.23,1503.4,1311.66,10.52,15.49,394.79,2318.96,8769.82,1.26,45.5,371.37,2388.15,8121.63,8.6744,0.03,370,2319,100.0,28.5,17.1204,3,1
9196,44,129,10.0014,0.25,20.0,489.05,604.94,1508.16,1311.51,10.52,15.5,393.91,2319.01,8769.26,1.26,45.39,371.18,2388.21,8122.99,8.6462,0.03,369,2319,100.0,28.46,17.1255,3,1
9197,44,130,10.0026,0.2507,20.0,489.05,604.89,1493.35,1309.37,10.52,15.49,393.26,2319.01,8771.44,1.26,45.61,371.09,2388.22,8125.24,8.6703,0.03,370,2319,100.0,28.52,17.0663,3,1
9198,44,131,10.0049,0.25,20.0,489.05,604.95,1499.88,1315.59,10.52,15.5,393.59,2318.99,8766.68,1.26,45.55,371.24,2388.22,8119.05,8.7081,0.03,370,2319,100.0,28.51,17.0379,3,1
9199,44,132,10.0038,0.252,20.0,489.05,605.29,1500.6,1316.59,10.52,15.5,393.76,2319.03,8772.39,1.26,45.48,371.12,2388.21,8115.7,8.704,0.03,371,2319,100.0,28.51,17.2234,3,1
9208,44,141,10.001,0.2513,20.0,489.05,604.55,1503.07,1311.01,10.52,15.49,394.08,2319.02,8774.79,1.26,45.64,371.26,2388.23,8122.84,8.6979,0.03,371,2319,100.0,28.39,17.1194,3,1
9220,44,153,10.0061,0.2509,20.0,489.05,604.61,1504.56,1317.87,10.52,15.5,394.85,2319.04,8766.22,1.26,45.55,371.39,2388.26,8123.61,8.6604,0.03,370,2319,100.0,28.52,17.0197,3,1
9222,44,155,10.0028,0.25,20.0,489.05,605.12,1510.22,1308.41,10.52,15.5,394.32,2319.06,8771.61,1.26,45.55,371.0,2388.18,8123.55,8.6849,0.03,371,2319,100.0,28.44,17.0735,3,1
9225,44,158,10.0038,0.25,20.0,489.05,605.19,1506.89,1324.33,10.52,15.5,394.71,2319.05,8775.92,1.26,45.69,370.83,2388.21,8122.87,8.6745,0.03,371,2319,100.0,28.52,17.1391,3,1
9226,44,159,10.0044,0.25,20.0,489.05,605.53,1501.18,1318.17,10.52,15.49,394.68,2318.99,8781.78,1.26,45.62,370.65,2388.22,8125.6,8.6798,0.03,372,2319,100.0,28.56,17.1877,3,1
9241,44,174,10.0066,0.2503,20.0,489.05,605.62,1508.18,1314.83,10.52,15.49,393.81,2318.99,8777.29,1.26,45.57,370.97,2388.21,8129.49,8.7144,0.03,371,2319,100.0,28.42,17.1428,3,1
9244,44,177,10.0069,0.25,20.0,489.05,605.27,1501.56,1309.74,10.52,15.5,393.63,2319.03,8776.96,1.26,45.71,371.52,2388.28,8134.54,8.7115,0.03,373,2319,100.0,28.24,17.1027,3,1
9245,44,178,9.9996,0.25,20.0,489.05,605.26,1510.7,1317.31,10.52,15.49,394.2,2319.05,8780.04,1.26,45.75,370.9,2388.21,8133.15,8.675,0.03,371,2319,100.0,28.45,17.0958,3,1
9246,44,179,10.0051,0.25,20.0,489.05,605.27,1499.36,1318.5,10.52,15.5,394.18,2319.04,8777.74,1.26,45.64,370.67,2388.21,8132.69,8.6958,0.03,370,2319,100.0,28.53,17.0475,3,1
9251,44,184,9.9982,0.2515,20.0,489.05,605.31,1505.66,1320.96,10.52,15.5,393.65,2319.08,8772.95,1.26,45.68,370.94,2388.19,8132.39,8.6786,0.03,370,2319,100.0,28.58,17.0575,4,1
9253,44,186,10.0039,0.25,20.0,489.05,605.51,1502.93,1315.94,10.52,15.5,393.94,2319.05,8783.11,1.26,45.67,370.89,2388.24,8135.81,8.7124,0.03,372,2319,100.0,28.23,17.0549,4,1
9260,44,193,10.0002,0.2515,20.0,489.05,605.93,1508.65,1321.02,10.52,15.5,394.54,2319.02,8787.63,1.26,45.77,370.87,2388.26,8137.94,8.7074,0.03,371,2319,100.0,28.45,17.0187,4,1
9262,44,195,10.0005,0.2504,20.0,489.05,605.34,1500.71,1322.39,10.52,15.5,394.41,2319.11,8791.99,1.26,45.87,370.77,2388.22,8136.04,8.7039,0.03,371,2319,100.0,28.3,17.0663,4,1
9266,44,199,10.0023,0.2515,20.0,489.05,605.7,1501.12,1317.89,10.52,15.5,393.41,2319.08,8788.73,1.26,45.92,371.05,2388.2,8135.75,8.7102,0.03,371,2319,100.0,28.29,17.1001,4,1
9267,44,200,10.0075,0.2508,20.0,489.05,605.23,1509.96,1322.56,10.52,15.5,393.15,2319.06,8797.87,1.26,45.67,371.32,2388.25,8142.08,8.7384,0.03,371,2319,100.0,28.32,17.1051,4,1
9273,44,206,10.0012,0.2509,20.0,489.05,605.91,1510.31,1321.85,10.52,15.5,393.59,2319.09,8797.49,1.26,45.9,371.0,2388.3,8137.66,8.7114,0.03,372,2319,100.0,28.33,17.0387,4,1
9277,44,210,9.9997,0.25,20.0,489.05,605.27,1520.67,1322.96,10.52,15.5,393.22,2319.05,8797.38,1.26,45.93,370.46,2388.29,8147.01,8.7479,0.03,370,2319,100.0,28.32,17.0344,4,1
9284,44,217,10.003,0.25,20.0,489.05,604.74,1507.21,1326.26,10.52,15.5,393.77,2319.15,8795.16,1.26,45.97,370.47,2388.3,8144.31,8.7119,0.03,372,2319,100.0,28.19,16.9512,4,1
9292,44,225,10.0064,0.25,20.0,489.05,605.88,1513.86,1327.73,10.52,15.5,392.51,2319.13,8806.79,1.26,46.04,370.48,2388.34,8148.6,8.7169,0.03,372,2319,100.0,28.34,16.9624,4,1
9295,44,228,10.0067,0.25,20.0,489.05,605.7,1509.31,1326.06,10.52,15.5,392.88,2319.14,8809.21,1.26,45.97,370.19,2388.38,8150.87,8.7272,0.03,373,2319,100.0,28.34,17.0905,4,1
9315,45,15,9.9985,0.25,20.0,489.05,605.08,1497.38,1304.77,10.52,15.49,394.48,2318.92,8774.16,1.26,45.58,371.48,2388.23,8125.64,8.6404,0.03,368,2319,100.0,28.46,17.1296,1,1
9340,45,40,10.0073,0.25,20.0,489.05,604.93,1503.31,1309.65,10.52,15.49,394.14,2318.91,8774.94,1.26,45.5,371.79,2388.15,8125.96,8.6262,0.03,368,2319,100.0,28.63,17.1668,1,1
9344,45,44,10.0022,0.25,20.0,489.05,604.41,1500.94,1305.12,10.52,15.49,394.4,2318.96,8773.58,1.26,45.38,372.09,2388.13,8129.11,8.6785,0.03,369,2319,100.0,28.41,17.1024,2,1
9346,45,46,10.0008,0.2511,20.0,489.05,604.22,1494.37,1314.27,10.52,15.49,394.09,2318.91,8775.39,1.26,45.44,371.81,2388.16,8126.98,8.6456,0.03,369,2319,100.0,28.52,17.1948,2,1
9355,45,55,10.001,0.2505,20.0,489.05,604.82,1509.34,1305.8,10.52,15.49,394.24,2319.01,8781.5,1.26,45.32,371.32,2388.13,8127.19,8.6483,0.03,369,2319,100.0,28.55,17.1913,2,1
9364,45,64,10.0005,0.2513,20.0,489.05,604.77,1502.26,1307.3,10.52,15.49,394.12,2318.98,8778.97,1.26,45.37,371.53,2388.16,8127.51,8.6384,0.03,368,2319,100.0,28.59,17.0344,2,1
9372,45,72,10.0068,0.2511,20.0,489.05,604.43,1500.86,1314.99,10.52,15.49,394.44,2318.93,8773.7,1.26,45.47,371.47,2388.13,8129.55,8.6339,0.03,370,2319,100.0,28.63,17.0289,2,1
9373,45,73,10.0074,0.25,20.0,489.05,604.72,1500.41,1313.37,10.52,15.49,394.86,2318.95,8782.41,1.26,45.21,371.15,2388.17,8125.06,8.6958,0.03,368,2319,100.0,28.51,17.1027,2,1
9379,45,79,10.0062,0.25,20.0,489.05,604.95,1504.62,1308.49,10.52,15.49,394.77,2319.0,8773.54,1.26,45.48,371.22,2388.12,8122.63,8.6656,0.03,371,2319,100.0,28.43,17.2119,2,1
9385,45,85,10.0058,0.25,20.0,489.05,604.57,1501.56,1308.26,10.52,15.5,394.23,2318.94,8778.35,1.26,45.58,371.44,2388.08,8122.56,8.6523,0.03,369,2319,100.0,28.52,17.1409,2,1
9386,45,86,10.0002,0.25,20.0,489.05,605.22,1498.3,1309.04,10.52,15.49,393.53,2318.97,8777.83,1.26,45.39,371.05,2388.19,8127.34,8.6767,0.03,371,2319,100.0,28.57,17.1245,2,1
9388,45,88,10.0033,0.25,20.0,489.05,604.92,1495.69,1305.96,10.52,15.49,394.58,2318.95,8783.74,1.26,45.37,371.88,2388.13,8127.93,8.628,0.03,369,2319,100.0,28.3,17.1004,2,1
9389,45,89,10.0056,0.25,20.0,489.05,605.14,1504.45,1305.89,10.52,15.5,394.45,2318.94,8774.0,1.26,45.42,370.98,2388.18,8126.77,8.6437,0.03,370,2319,100.0,28.7,17.0342,2,1
9392,45,92,10.0078,0.2517,20.0,489.05,605.21,1504.33,1309.47,10.52,15.49,394.73,2318.86,8775.67,1.26,45.52,371.4,2388.14,8129.34,8.6529,0.03,370,2319,100.0,28.53,17.1421,2,1
9403,45,103,10.007,0.2512,20.0,489.05,604.8,1500.31,1307.39,10.52,15.49,394.25,2319.0,8774.05,1.26,45.59,371.35,2388.1,8122.61,8.6853,0.03,371,2319,100.0,28.66,17.0977,3,1
9414,45,114,9.9984,0.25,20.0,489.05,605.07,1499.29,1308.84,10.52,15.49,394.1,2319.02,8777.86,1.26,45.52,371.51,2388.19,8130.05,8.6676,0.03,368,2319,100.0,28.46,17.0993,3,1
9422,45,122,10.0038,0.25,20.0,489.05,605.0,1501.27,1312.31,10.52,15.49,393.78,2319.02,8775.67,1.26,45.52,371.08,2388.18,8124.94,8.6893,0.03,371,2319,100.0,28.43,17.1104,3,1
9438,45,138,10.0033,0.25,20.0,489.05,605.45,1498.16,1309.69,10.52,15.49,394.35,2319.04,8777.64,1.26,45.5,371.33,2388.2,8127.54,8.6711,0.03,370,2319,100.0,28.51,17.066,3,1
9459,45,159,10.0,0.25,20.0,489.05,605.12,1500.01,1311.5,10.52,15.5,393.64,2319.03,8785.76,1.26,45.54,371.37,2388.19,8130.71,8.6941,0.03,371,2319,100.0,28.55,17.1751,3,1
9462,45,162,10.0032,0.2513,20.0,489.05,604.89,1505.37,1317.96,10.52,15.5,394.31,2318.95,8777.89,1.26,45.55,371.34,2388.22,8129.62,8.6932,0.03,372,2319,100.0,28.62,17.0365,3,1
9467,45,167,10.0029,0.2506,20.0,489.05,605.55,1507.65,1314.37,10.52,15.5,394.42,2318.98,8781.14,1.26,45.77,371.62,2388.26,8134.72,8.7004,0.03,370,2319,100.0,28.35,17.076,3,1
9474,45,174,10.0035,0.2503,20.0,489.05,604.72,1508.87,1314.19,10.52,15.5,394.21,2318.91,8777.27,1.26,45.63,371.54,2388.23,8133.35,8.7281,0.03,371,2319,100.0,28.41,17.0113,3,1
9486,45,186,10.0014,0.25,20.0,489.05,605.1,1505.96,1319.96,10.52,15.5,393.82,2319.0,8779.35,1.26,45.74,371.28,2388.24,8129.44,8.7123,0.03,372,2319,100.0,28.54,17.0496,3,1
9487,45,187,9.9984,0.25,20.0,489.05,605.14,1505.19,1322.59,10.52,15.5,393.76,2319.01,8783.59,1.26,45.92,371.16,2388.31,8126.76,8.7059,0.03,370,2319,100.0,28.57,16.9716,3,1
9488,45,188,10.0076,0.25,20.0,489.05,605.33,1512.22,1318.96,10.52,15.5,393.58,2319.06,8788.0,1.26,45.55,370.84,2388.34,8131.77,8.6838,0.03,370,2319,100.0,28.34,17.0244,3,1
9498,45,198,10.0002,0.25,20.0,489.05,604.96,1508.24,1323.82,10.52,15.49,393.63,2319.03,8789.23,1.26,45.71,370.9,2388.24,8138.11,8.6819,0.03,373,2319,100.0,28.48,17.1629,4,1
9508,45,208,9.9993,0.25,20.0,489.05,605.76,1505.22,1316.76,10.52,15.5,393.56,2319.05,8791.64,1.26,45.82,371.02,2388.33,8137.79,8.7351,0.03,371,2319,100.0,28.38,16.9998,4,1
9528,45,228,9.999,0.2519,20.0,489.05,605.57,1508.16,1321.05,10.52,15.5,392.93,2319.14,8795.11,1.26,46.08,371.06,2388.28,8137.41,8.7399,0.03,372,2319,100.0,28.47,17.0035,4,1
9532,45,232,10.0035,0.2504,20.0,489.05,605.67,1512.26,1330.09,10.52,15.5,392.56,2319.17,8798.58,1.26,46.15,370.28,2388.36,8138.24,8.6955,0.03,371,2319,100.0,28.32,16.89,4,1
9533,45,233,10.0017,0.2519,20.0,489.05,605.49,1506.51,1323.1,10.52,15.5,393.22,2319.14,8794.14,1.26,45.99,370.1,2388.34,8136.64,8.7087,0.03,372,2319,100.0,28.38,17.0085,4,1
9539,45,239,10.0043,0.25,20.0,489.05,605.97,1515.68,1331.71,10.52,15.5,393.14,2319.18,8803.81,1.26,46.13,370.58,2388.37,8145.83,8.7377,0.03,373,2319,100.0,28.44,17.0396,4,1
9542,45,242,10.0049,0.25,20.0,489.05,605.73,1518.49,1328.97,10.52,15.5,392.63,2319.19,8792.6,1.26,46.17,370.14,2388.4,8133.59,8.732,0.03,372,2319,100.0,28.18,16.9274,4,1
9559,46,17,9.9995,0.25,20.0,489.05,605.29,1501.32,1314.6,10.52,15.49,394.33,2318.92,8779.87,1.26,45.33,372.02,2388.13,8122.69,8.6276,0.03,370,2319,100.0,28.43,17.1377,1,1
9573,46,31,10.0036,0.25,20.0,489.05,603.88,1494.89,1314.85,10.52,15.49,394.15,2318.93,8767.49,1.26,45.44,371.49,2388.16,8122.81,8.6385,0.03,369,2319,100.0,28.73,17.1836,1,1
9575,46,33,10.0034,0.25,20.0,489.05,604.8,1502.89,1304.36,10.52,15.49,394.51,2318.99,8775.27,1.26,45.43,371.77,2388.16,8125.01,8.64,0.03,372,2319,100.0,28.64,17.2209,1,1
9580,46,38,10.0005,0.25,20.0,489.05,604.52,1500.19,1301.44,10.52,15.49,394.61,2318.93,8769.44,1.26,45.45,371.53,2388.13,8125.33,8.6476,0.03,369,2319,100.0,28.38,17.1403,1,1
9585,46,43,10.0021,0.25,20.0,489.05,604.39,1495.35,1306.1,10.52,15.49,394.23,2318.93,8766.33,1.26,45.51,371.54,2388.12,8120.62,8.6811,0.03,367,2319,100.0,28.56,17.1136,1,1
9587,46,45,10.002,0.25,20.0,489.05,604.68,1500.78,1311.82,10.52,15.49,393.84,2318.93,8772.08,1.26,45.31,371.27,2388.15,8121.45,8.6482,0.03,371,2319,100.0,28.42,17.1466,1,1
9595,46,53,10.0077,0.2515,20.0,489.05,604.65,1504.29,1303.19,10.52,15.49,394.97,2319.01,8772.11,1.26,45.52,371.05,2388.19,8122.3,8.6678,0.03,369,2319,100.0,28.45,17.1176,1,1
9606,46,64,10.0037,0.25,20.0,489.05,604.67,1494.28,1300.52,10.52,15.49,394.19,2318.93,8774.01,1.26,45.47,371.42,2388.19,8126.19,8.6858,0.03,370,2319,100.0,28.65,17.1222,1,1
9608,46,66,9.9986,0.2506,20.0,489.05,604.85,1499.29,1303.89,10.52,15.49,394.42,2318.94,8778.32,1.26,45.52,371.35,2388.13,8123.71,8.668,0.03,371,2319,100.0,28.6,17.0175,1,1
9609,46,67,10.001,0.25,20.0,489.05,604.21,1506.96,1301.5,10.52,15.49,395.06,2318.98,8770.09,1.26,45.32,371.64,2388.18,8126.58,8.6791,0.03,369,2319,100.0,28.52,17.1536,1,1
9617,46,75,10.0007,0.2508,20.0,489.05,605.34,1503.72,1309.03,10.52,15.5,394.76,2318.94,8778.84,1.26,45.44,371.94,2388.17,8132.25,8.6478,0.03,371,2319,100.0,28.37,17.1383,1,1
9633,46,91,10.0071,0.2509,20.0,489.05,604.23,1491.83,1308.35,10.52,15.49,394.08,2318.93,8783.33,1.26,45.51,371.77,2388.15,8125.47,8.6439,0.03,369,2319,100.0,28.59,17.2755,2,1
9636,46,94,9.9986,0.25,20.0,489.05,604.67,1509.09,1304.88,10.52,15.5,393.73,2318.98,8772.58,1.26,45.38,371.66,2388.2,8119.15,8.6343,0.03,370,2319,100.0,28.48,17.1109,2,1
9640,46,98,9.9993,0.2514,20.0,489.05,604.96,1497.49,1304.51,10.52,15.5,394.24,2318.91,8778.17,1.26,45.56,371.6,2388.19,8124.95,8.66,0.03,370,2319,100.0,28.3,17.1084,2,1
9644,46,102,9.9997,0.25,20.0,489.05,604.67,1500.22,1311.01,10.52,15.5,394.7,2318.98,8773.92,1.26,45.65,371.3,2388.17,8123.18,8.6492,0.03,369,2319,100.0,28.36,17.0289,2,1
9646,46,104,10.0017,0.25,20.0,489.05,604.68,1498.53,1311.16,10.52,15.49,394.25,2318.99,8771.68,1.26,45.54,371.89,2388.17,8124.77,8.6521,0.03,368,2319,100.0,28.68,17.1227,2,1
9653,46,111,10.0013,0.2504,20.0,489.05,605.15,1495.4,1308.71,10.52,15.5,394.21,2318.96,8768.57,1.26,45.3,371.33,2388.22,8122.15,8.6754,0.03,369,2319,100.0,28.5,17.196,2,1
9654,46,112,10.0035,0.2508,20.0,489.05,604.91,1500.33,1308.62,10.52,15.49,394.33,2318.9,8771.25,1.26,45.42,371.68,2388.17,8128.28,8.6272,0.03,369,2319,100.0,28.43,17.075,2,1
9656,46,114,10.0045,0.2511,20.0,489.05,604.71,1502.55,1306.85,10.52,15.49,394.69,2318.99,8771.66,1.26,45.4,371.59,2388.18,8121.85,8.6618,0.03,369,2319,100.0,28.64,17.1206,2,1
9683,46,141,10.0056,0.2512,20.0,489.05,605.47,1508.26,1309.07,10.52,15.49,394.43,2319.0,8777.21,1.26,45.47,371.23,2388.17,8124.94,8.6585,0.03,371,2319,100.0,28.45,17.1636,3,1
9688,46,146,10.0026,0.25,20.0,489.05,605.21,1505.06,1308.84,10.52,15.49,394.44,2318.99,8770.53,1.26,45.41,371.2,2388.22,8128.54,8.6462,0.03,369,2319,100.0,28.34,17.1632,3,1
9689,46,147,10.0066,0.2519,20.0,489.05,604.59,1508.12,1309.63,10.52,15.5,394.3,2318.96,8777.7,1.26,45.42,371.17,2388.2,8122.4,8.6311,0.03,371,2319,100.0,28.58,17.0696,3,1
9692,46,150,10.0078,0.2502,20.0,489.05,604.55,1507.92,1310.94,10.52,15.49,393.87,2319.02,8771.61,1.26,45.62,371.07,2388.17,8122.24,8.6908,0.03,368,2319,100.0,28.56,17.2035,3,1
9697,46,155,10.0059,0.2503,20.0,489.05,604.72,1504.08,1315.59,10.52,15.5,394.62,2319.05,8783.86,1.26,45.7,370.89,2388.21,8127.0,8.674,0.03,371,2319,100.0,28.65,17.0986,3,1
