,Sensor_0,Sensor_4,Sensor_5,Sensor_7,Sensor_9,Sensor_15,Sensor_16,Sensor_17,Sensor_18
4472,462.54,7.05,9.02,1915.19,0.94,0.02,308,1915,84.93
4473,445.0,3.91,5.71,2211.65,1.02,0.02,329,2212,100.0
4474,489.05,10.52,15.49,2318.93,1.26,0.03,370,2319,100.0
4475,489.05,10.52,15.49,2318.93,1.26,0.03,369,2319,100.0
4476,462.54,7.05,9.02,1915.21,0.94,0.02,307,1915,84.93
4477,491.19,9.35,13.66,2323.87,1.08,0.02,364,2324,100.0
4478,445.0,3.91,5.72,2211.69,1.02,0.02,333,2212,100.0
4479,462.54,7.05,9.03,1915.2,0.94,0.02,307,1915,84.93
4480,445.0,3.91,5.71,2211.72,1.02,0.02,331,2212,100.0
4481,445.0,3.91,5.72,2211.76,1.02,0.02,331,2212,100.0
4482,445.0,3.91,5.72,2211.72,1.02,0.02,329,2212,100.0
4483,445.0,3.91,5.71,2211.66,1.02,0.02,332,2212,100.0
4484,445.0,3.91,5.71,2211.75,1.02,0.02,329,2212,100.0
4485,445.0,3.91,5.71,2211.75,1.02,0.02,330,2212,100.0
4486,449.44,5.48,8.0,2222.84,1.02,0.02,334,2223,100.0
4487,445.0,3.91,5.71,2211.69,1.02,0.02,330,2212,100.0
4488,445.0,3.91,5.71,2211.67,1.02,0.02,331,2212,100.0
4489,462.54,7.05,9.03,1915.2,0.94,0.02,306,1915,84.93
4490,445.0,3.91,5.71,2211.7,1.02,0.02,332,2212,100.0
4491,462.54,7.05,9.02,1915.23,0.94,0.02,306,1915,84.93
4492,489.05,10.52,15.49,2319.01,1.26,0.03,370,2319,100.0
4493,449.44,5.48,8.0,2222.76,1.02,0.02,334,2223,100.0
4494,518.67,14.62,21.61,2388.05,1.3,0.03,393,2388,100.0
4495,445.0,3.91,5.71,2211.76,1.02,0.02,330,2212,100.0
4496,491.19,9.35,13.66,2323.98,1.08,0.02,365,2324,100.0
4497,489.05,10.52,15.49,2318.96,1.26,0.03,369,2319,100.0
4498,449.44,5.48,8.0,2222.82,1.02,0.02,335,2223,100.0
4499,445.0,3.91,5.72,2211.75,1.02,0.02,331,2212,100.0
4500,449.44,5.48,8.0,2222.8,1.02,0.02,334,2223,100.0
4501,462.54,7.05,9.02,1915.17,0.94,0.02,308,1915,84.93
4502,445.0,3.91,5.71,2211.72,1.02,0.02,332,2212,100.0
4503,449.44,5.48,8.0,2222.82,1.02,0.02,335,2223,100.0
4504,518.67,14.62,21.61,2388.18,1.3,0.03,393,2388,100.0
4505,462.54,7.05,9.02,1915.21,0.94,0.02,306,1915,84.93
4506,449.44,5.48,8.0,2222.8,1.02,0.02,333,2223,100.0
4507,445.0,3.91,5.71,2211.75,1.02,0.02,330,2212,100.0
4508,445.0,3.91,5.72,2211.77,1.02,0.02,331,2212,100.0
4509,489.05,10.52,15.49,2318.94,1.26,0.03,368,2319,100.0
4510,462.54,7.05,9.02,1915.21,0.94,0.02,309,1915,84.93
4511,462.54,7.05,9.02,1915.18,0.94,0.02,307,1915,84.93
4512,449.44,5.48,8.0,2222.81,1.02,0.02,335,2223,100.0
4513,491.19,9.35,13.66,2323.9,1.08,0.02,365,2324,100.0
4514,489.05,10.52,15.49,2318.93,1.26,0.03,371,2319,100.0
4515,445.0,3.91,5.71,2211.72,1.02,0.02,331,2212,100.0
4516,491.19,9.35,13.65,2323.94,1.08,0.02,365,2324,100.0
4517,518.67,14.62,21.61,2388.07,1.3,0.03,395,2388,100.0
4518,491.19,9.35,13.66,2323.95,1.08,0.02,364,2324,100.0
4519,489.05,10.52,15.49,2318.96,1.26,0.03,369,2319,100.0
4520,449.44,5.48,8.0,2222.79,1.02,0.02,335,2223,100.0
4521,445.0,3.91,5.71,2211.66,1.02,0.02,331,2212,100.0
4522,449.44,5.48,8.0,2222.83,1.02,0.02,334,2223,100.0
4523,518.67,14.62,21.61,2388.05,1.3,0.03,393,2388,100.0
4524,462.54,7.05,9.02,1915.19,0.94,0.02,306,1915,84.93
4525,462.54,7.05,9.03,1915.19,0.94,0.02,307,1915,84.93
4526,462.54,7.05,9.03,1915.11,0.94,0.02,309,1915,84.93
4527,491.19,9.35,13.66,2323.93,1.08,0.02,364,2324,100.0
4528,491.19,9.35,13.66,2323.95,1.08,0.02,364,2324,100.0
4529,489.05,10.52,15.49,2318.95,1.26,0.03,372,2319,100.0
4530,518.67,14.62,21.61,2388.2,1.3,0.03,393,2388,100.0
4531,445.0,3.91,5.72,2211.69,1.02,0.02,331,2212,100.0
4532,445.0,3.91,5.71,2211.7,1.02,0.02,329,2212,100.0
4533,462.54,7.05,9.03,1915.13,0.94,0.02,308,1915,84.93
4534,491.19,9.35,13.66,2323.94,1.08,0.02,365,2324,100.0
4535,445.0,3.91,5.71,2211.69,1.02,0.02,329,2212,100.0
4536,489.05,10.52,15.49,2318.93,1.26,0.03,370,2319,100.0
4537,445.0,3.91,5.71,2211.68,1.02,0.02,332,2212,100.0
4538,445.0,3.91,5.72,2211.65,1.02,0.02,332,2212,100.0
4539,449.44,5.48,8.0,2222.75,1.02,0.02,334,2223,100.0
4540,445.0,3.91,5.72,2211.64,1.02,0.02,330,2212,100.0
4541,518.67,14.62,21.61,2388.12,1.3,0.03,395,2388,100.0
4542,449.44,5.48,8.0,2222.73,1.02,0.02,334,2223,100.0
4543,491.19,9.35,13.66,2323.93,1.08,0.02,365,2324,100.0
4544,445.0,3.91,5.71,2211.64,1.02,0.02,331,2212,100.0
4545,518.67,14.62,21.61,2388.17,1.3,0.03,394,2388,100.0
4546,449.44,5.48,8.0,2222.78,1.02,0.02,334,2223,100.0
4547,449.44,5.48,8.0,2222.71,1.02,0.02,336,2223,100.0
4548,489.05,10.52,15.49,2318.97,1.26,0.03,369,2319,100.0
4549,449.44,5.48,8.0,2222.77,1.03,0.02,333,2223,100.0
4550,491.19,9.35,13.66,2323.99,1.07,0.02,367,2324,100.0
4551,491.19,9.35,13.66,2323.95,1.08,0.02,365,2324,100.0
4552,445.0,3.91,5.71,2211.7,1.02,0.02,331,2212,100.0
4553,462.54,7.05,9.02,1915.11,0.94,0.02,307,1915,84.93
4554,449.44,5.48,8.0,2222.79,1.02,0.02,334,2223,100.0
4555,518.67,14.62,21.61,2388.16,1.3,0.03,393,2388,100.0
4556,449.44,5.48,8.0,2222.76,1.02,0.02,333,2223,100.0
4557,491.19,9.35,13.66,2323.96,1.08,0.02,366,2324,100.0
4558,445.0,3.91,5.71,2211.68,1.02,0.02,332,2212,100.0
4559,445.0,3.91,5.72,2211.69,1.02,0.02,331,2212,100.0
4560,449.44,5.48,8.0,2222.79,1.02,0.02,334,2223,100.0
4561,449.44,5.48,8.0,2222.81,1.02,0.02,333,2223,100.0
4562,445.0,3.91,5.72,2211.63,1.02,0.02,331,2212,100.0
4563,491.19,9.35,13.66,2323.93,1.07,0.02,364,2324,100.0
4564,518.67,14.62,21.61,2388.1,1.3,0.03,394,2388,100.0
4565,518.67,14.62,21.61,2388.19,1.3,0.03,393,2388,100.0
4566,449.44,5.48,8.0,2222.73,1.02,0.02,335,2223,100.0
4567,489.05,10.52,15.5,2319.03,1.26,0.03,370,2319,100.0
4568,491.19,9.35,13.66,2324.02,1.08,0.02,366,2324,100.0
4569,518.67,14.62,21.61,2388.08,1.3,0.03,395,2388,100.0
4570,445.0,3.91,5.71,2211.66,1.02,0.02,331,2212,100.0
4571,491.19,9.35,13.66,2323.97,1.08,0.02,365,2324,100.0
4572,489.05,10.52,15.49,2318.97,1.26,0.03,370,2319,100.0
4573,489.05,10.52,15.49,2318.98,1.26,0.03,371,2319,100.0
4574,489.05,10.52,15.49,2319.03,1.26,0.03,370,2319,100.0
4575,489.05,10.52,15.5,2318.99,1.26,0.03,371,2319,100.0
4576,518.67,14.62,21.61,2388.16,1.3,0.03,393,2388,100.0
4577,449.44,5.48,8.0,2222.8,1.02,0.02,336,2223,100.0
4578,518.67,14.62,21.61,2388.14,1.3,0.03,395,2388,100.0
4579,462.54,7.05,9.02,1915.16,0.94,0.02,306,1915,84.93
4580,518.67,14.62,21.61,2388.16,1.3,0.03,393,2388,100.0
4581,445.0,3.91,5.72,2211.65,1.02,0.02,331,2212,100.0
4582,462.54,7.05,9.03,1915.14,0.94,0.02,308,1915,84.93
4583,445.0,3.91,5.72,2211.58,1.02,0.02,332,2212,100.0
4584,489.05,10.52,15.49,2318.99,1.26,0.03,369,2319,100.0
4585,518.67,14.62,21.61,2388.18,1.3,0.03,394,2388,100.0
4586,445.0,3.91,5.72,2211.61,1.02,0.02,331,2212,100.0
4587,445.0,3.91,5.71,2211.59,1.02,0.02,330,2212,100.0
4588,491.19,9.35,13.66,2323.99,1.08,0.03,365,2324,100.0
4589,491.19,9.35,13.66,2323.96,1.08,0.02,365,2324,100.0
4590,449.44,5.48,8.0,2222.78,1.02,0.02,336,2223,100.0
4591,445.0,3.91,5.71,2211.62,1.02,0.02,329,2212,100.0
4592,489.05,10.52,15.5,2319.03,1.26,0.03,371,2319,100.0
4593,462.54,7.05,9.02,1915.13,0.94,0.02,307,1915,84.93
4594,491.19,9.35,13.66,2323.97,1.07,0.02,365,2324,100.0
4595,489.05,10.52,15.49,2319.07,1.26,0.03,370,2319,100.0
4596,445.0,3.91,5.72,2211.62,1.02,0.02,332,2212,100.0
4597,518.67,14.62,21.61,2388.22,1.3,0.03,396,2388,100.0
4598,489.05,10.52,15.5,2318.99,1.26,0.03,370,2319,100.0
4599,462.54,7.05,9.03,1915.1,0.94,0.02,308,1915,84.93
4600,491.19,9.35,13.66,2323.99,1.08,0.03,366,2324,100.0
4601,462.54,7.05,9.03,1915.08,0.94,0.02,307,1915,84.93
4602,489.05,10.52,15.5,2319.03,1.26,0.03,369,2319,100.0
4603,489.05,10.52,15.5,2319.04,1.26,0.03,370,2319,100.0
4604,445.0,3.91,5.72,2211.52,1.02,0.02,332,2212,100.0
4605,462.54,7.05,9.03,1915.06,0.94,0.02,308,1915,84.93
4606,518.67,14.62,21.61,2388.17,1.3,0.03,396,2388,100.0
4607,489.05,10.52,15.5,2319.04,1.26,0.03,371,2319,100.0
4608,445.0,3.91,5.72,2211.5,1.02,0.02,332,2212,100.0
4609,449.44,5.48,8.0,2222.65,1.02,0.02,338,2223,100.0
4610,462.54,7.05,9.03,1915.11,0.94,0.02,310,1915,84.93
4611,491.19,9.35,13.66,2324.04,1.08,0.03,366,2324,100.0
4612,518.67,14.62,21.61,2388.21,1.3,0.03,395,2388,100.0
4613,518.67,14.62,21.61,2388.19,1.3,0.03,393,2388,100.0
4614,445.0,3.91,5.72,2211.55,1.02,0.02,331,2212,100.0
4615,489.05,10.52,15.5,2319.02,1.26,0.03,370,2319,100.0
4616,489.05,10.52,15.5,2319.06,1.26,0.03,370,2319,100.0
4617,518.67,14.62,21.61,2388.22,1.3,0.03,395,2388,100.0
4618,462.54,7.05,9.03,1915.09,0.94,0.02,309,1915,84.93
4619,518.67,14.62,21.61,2388.21,1.3,0.03,395,2388,100.0
4620,489.05,10.52,15.5,2319.08,1.26,0.03,371,2319,100.0
4621,445.0,3.91,5.72,2211.54,1.02,0.02,331,2212,100.0
4622,449.44,5.48,8.0,2222.67,1.02,0.02,337,2223,100.0
4623,518.67,14.62,21.61,2388.24,1.3,0.03,396,2388,100.0
4624,462.54,7.05,9.03,1915.14,0.94,0.02,309,1915,84.93
4625,445.0,3.91,5.72,2211.51,1.02,0.02,331,2212,100.0
4626,489.05,10.52,15.5,2319.08,1.26,0.03,371,2319,100.0
4627,518.67,14.62,21.61,2388.19,1.3,0.03,394,2388,100.0
4628,489.05,10.52,15.5,2319.13,1.26,0.03,373,2319,100.0
4629,445.0,3.91,5.71,2211.41,1.02,0.02,334,2212,100.0
4630,445.0,3.91,5.71,2211.55,1.02,0.02,333,2212,100.0
4631,491.19,9.35,13.66,2323.99,1.07,0.03,367,2324,100.0
4632,462.54,7.05,9.03,1915.06,0.94,0.02,309,1915,84.93
4633,491.19,9.35,13.66,2323.98,1.07,0.03,368,2324,100.0
4634,462.54,7.05,9.03,1914.96,0.94,0.02,308,1915,84.93
4635,449.44,5.48,8.0,2222.67,1.02,0.02,334,2223,100.0
4636,445.0,3.91,5.71,2211.43,1.02,0.02,333,2212,100.0
4637,449.44,5.48,8.0,2222.69,1.02,0.02,335,2223,100.0
4638,445.0,3.91,5.72,2211.44,1.02,0.02,333,2212,100.0
4639,518.67,14.62,21.61,2388.33,1.3,0.03,395,2388,100.0
4640,489.05,10.52,15.5,2319.1,1.26,0.03,373,2319,100.0
4641,445.0,3.91,5.71,2211.38,1.02,0.02,333,2212,100.0
4642,491.19,9.35,13.66,2324.0,1.07,0.03,366,2324,100.0
4643,445.0,3.91,5.72,2211.34,1.02,0.02,332,2212,100.0
4644,462.54,7.05,9.03,1915.04,0.94,0.02,310,1915,84.93
4645,449.44,5.48,8.0,2222.61,1.02,0.02,337,2223,100.0
4646,491.19,9.35,13.66,2324.04,1.07,0.03,367,2324,100.0
4647,445.0,3.91,5.72,2211.33,1.02,0.02,333,2212,100.0
4648,491.19,9.35,13.66,2323.99,1.08,0.03,368,2324,100.0
4649,445.0,3.91,5.71,2211.26,1.02,0.02,332,2212,100.0
4650,491.19,9.35,13.66,2323.99,1.07,0.03,369,2324,100.0
4651,449.44,5.48,8.0,2222.55,1.02,0.02,337,2223,100.0
4652,445.0,3.91,5.71,2211.29,1.02,0.02,333,2212,100.0
4653,491.19,9.35,13.66,2324.07,1.07,0.03,368,2324,100.0
4654,489.05,10.52,15.5,2319.15,1.26,0.03,373,2319,100.0
4655,445.0,3.91,5.72,2211.29,1.02,0.02,334,2212,100.0
4656,462.54,7.05,9.03,1915.38,0.94,0.02,308,1915,84.93
4657,449.44,5.48,8.0,2222.96,1.03,0.02,332,2223,100.0
4658,445.0,3.91,5.71,2212.04,1.02,0.02,329,2212,100.0
4659,491.19,9.35,13.65,2323.93,1.08,0.02,365,2324,100.0
4660,462.54,7.05,9.03,1915.44,0.94,0.02,306,1915,84.93
4661,445.0,3.91,5.71,2212.02,1.02,0.02,331,2212,100.0
4662,445.0,3.91,5.72,2212.05,1.02,0.02,330,2212,100.0
4663,462.54,7.05,9.02,1915.44,0.94,0.02,305,1915,84.93
4664,489.05,10.52,15.49,2318.84,1.26,0.03,367,2319,100.0
4665,489.05,10.52,15.49,2318.76,1.26,0.03,368,2319,100.0
4666,449.44,5.48,8.0,2223.03,1.02,0.02,333,2223,100.0
4667,462.54,7.05,9.03,1915.44,0.94,0.02,307,1915,84.93
4668,445.0,3.91,5.71,2211.96,1.02,0.02,331,2212,100.0
4669,445.0,3.91,5.71,2212.05,1.02,0.02,330,2212,100.0
4670,449.44,5.48,8.0,2223.0,1.03,0.02,333,2223,100.0
4671,445.0,3.91,5.71,2212.05,1.02,0.02,329,2212,100.0
4672,445.0,3.91,5.71,2211.95,1.02,0.02,329,2212,100.0
4673,489.05,10.52,15.49,2318.79,1.26,0.03,368,2319,100.0
4674,518.67,14.62,21.61,2387.99,1.3,0.03,392,2388,100.0
4675,462.54,7.05,9.02,1915.42,0.94,0.02,308,1915,84.93
4676,445.0,3.91,5.71,2212.02,1.02,0.02,330,2212,100.0
4677,445.0,3.91,5.71,2212.02,1.02,0.02,329,2212,100.0
4678,518.67,14.62,21.61,2388.03,1.3,0.03,391,2388,100.0
4679,489.05,10.52,15.49,2318.78,1.26,0.03,370,2319,100.0
4680,489.05,10.52,15.49,2318.8,1.26,0.03,367,2319,100.0
4681,489.05,10.52,15.49,2318.82,1.26,0.03,369,2319,100.0
4682,489.05,10.52,15.49,2318.79,1.26,0.03,368,2319,100.0
4683,518.67,14.62,21.61,2387.98,1.3,0.03,391,2388,100.0
4684,489.05,10.52,15.49,2318.76,1.26,0.03,368,2319,100.0
4685,518.67,14.62,21.61,2387.98,1.3,0.03,391,2388,100.0
4686,491.19,9.35,13.65,2323.94,1.08,0.02,362,2324,100.0
4687,491.19,9.35,13.65,2323.94,1.08,0.02,363,2324,100.0
4688,462.54,7.05,9.02,1915.46,0.94,0.02,305,1915,84.93
4689,445.0,3.91,5.71,2211.96,1.02,0.02,330,2212,100.0
4690,518.67,14.62,21.61,2387.98,1.3,0.03,392,2388,100.0
4691,445.0,3.91,5.71,2212.02,1.02,0.02,331,2212,100.0
4692,445.0,3.91,5.72,2212.01,1.02,0.02,332,2212,100.0
4693,491.19,9.35,13.65,2323.86,1.08,0.02,365,2324,100.0
4694,489.05,10.52,15.49,2318.81,1.26,0.03,367,2319,100.0
4695,518.67,14.62,21.61,2387.98,1.3,0.03,390,2388,100.0
4696,491.19,9.35,13.65,2323.91,1.08,0.02,361,2324,100.0
4697,489.05,10.52,15.49,2318.79,1.26,0.03,369,2319,100.0
4698,462.54,7.05,9.03,1915.4,0.94,0.02,307,1915,84.93
4699,449.44,5.48,8.0,2223.02,1.03,0.02,333,2223,100.0
4700,449.44,5.48,8.0,2223.06,1.02,0.02,331,2223,100.0
4701,449.44,5.48,8.0,2223.02,1.02,0.02,333,2223,100.0
4702,489.05,10.52,15.49,2318.87,1.26,0.03,368,2319,100.0
4703,518.67,14.62,21.61,2388.06,1.3,0.03,393,2388,100.0
4704,491.19,9.35,13.65,2323.9,1.08,0.02,364,2324,100.0
4705,445.0,3.91,5.72,2212.01,1.02,0.02,329,2212,100.0
4706,449.44,5.48,8.0,2223.02,1.02,0.02,334,2223,100.0
4707,518.67,14.62,21.61,2387.98,1.3,0.03,392,2388,100.0
4708,445.0,3.91,5.72,2212.0,1.02,0.02,328,2212,100.0
4709,518.67,14.62,21.61,2388.03,1.3,0.03,390,2388,100.0
4710,489.05,10.52,15.49,2318.85,1.26,0.03,368,2319,100.0
4711,489.05,10.52,15.49,2318.79,1.26,0.03,367,2319,100.0
4712,445.0,3.91,5.71,2212.07,1.02,0.02,330,2212,100.0
4713,518.67,14.62,21.61,2388.0,1.3,0.03,391,2388,100.0
4714,491.19,9.35,13.65,2323.93,1.08,0.02,362,2324,100.0
4715,491.19,9.35,13.65,2323.92,1.08,0.02,364,2324,100.0
4716,462.54,7.05,9.03,1915.44,0.94,0.02,306,1915,84.93
4717,518.67,14.62,21.61,2388.03,1.3,0.03,390,2388,100.0
4718,518.67,14.62,21.61,2387.97,1.3,0.03,390,2388,100.0
4719,449.44,5.48,8.0,2223.04,1.03,0.02,332,2223,100.0
4720,445.0,3.91,5.72,2212.02,1.02,0.02,330,2212,100.0
4721,445.0,3.91,5.72,2212.11,1.02,0.02,330,2212,100.0
4722,449.44,5.48,8.0,2223.03,1.02,0.02,332,2223,100.0
4723,491.19,9.35,13.66,2323.91,1.08,0.02,364,2324,100.0
4724,449.44,5.48,8.0,2223.02,1.02,0.02,333,2223,100.0
4725,449.44,5.48,8.0,2223.01,1.02,0.02,334,2223,100.0
4726,489.05,10.52,15.49,2318.81,1.26,0.03,368,2319,100.0
4727,445.0,3.91,5.71,2211.95,1.02,0.02,330,2212,100.0
4728,518.67,14.62,21.61,2387.99,1.3,0.03,391,2388,100.0
4729,449.44,5.48,8.0,2223.02,1.02,0.02,332,2223,100.0
4730,445.0,3.91,5.72,2212.02,1.02,0.02,330,2212,100.0
4731,518.67,14.62,21.61,2388.02,1.3,0.03,390,2388,100.0
4732,462.54,7.05,9.03,1915.37,0.94,0.02,306,1915,84.93
4733,462.54,7.05,9.03,1915.38,0.94,0.02,307,1915,84.93
4734,462.54,7.05,9.03,1915.39,0.94,0.02,306,1915,84.93
4735,462.54,7.05,9.02,1915.43,0.94,0.02,307,1915,84.93
4736,489.05,10.52,15.49,2318.82,1.26,0.03,367,2319,100.0
4737,518.67,14.62,21.6,2387.96,1.3,0.03,393,2388,100.0
4738,449.44,5.48,8.0,2222.99,1.02,0.02,333,2223,100.0
4739,518.67,14.62,21.61,2387.98,1.3,0.03,392,2388,100.0
4740,518.67,14.62,21.61,2388.03,1.3,0.03,393,2388,100.0
4741,445.0,3.91,5.71,2211.99,1.02,0.02,329,2212,100.0
4742,462.54,7.05,9.03,1915.35,0.94,0.02,307,1915,84.93
4743,489.05,10.52,15.49,2318.83,1.26,0.03,369,2319,100.0
4744,489.05,10.52,15.49,2318.82,1.26,0.03,369,2319,100.0
4745,445.0,3.91,5.71,2212.01,1.02,0.02,331,2212,100.0
4746,491.19,9.35,13.65,2323.93,1.08,0.02,364,2324,100.0
4747,518.67,14.62,21.61,2388.03,1.3,0.03,392,2388,100.0
4748,449.44,5.48,8.0,2223.04,1.02,0.02,332,2223,100.0
4749,489.05,10.52,15.49,2318.81,1.26,0.03,368,2319,100.0
4750,449.44,5.48,8.0,2223.01,1.02,0.02,333,2223,100.0
4751,518.67,14.62,21.61,2388.01,1.3,0.03,392,2388,100.0
4752,445.0,3.91,5.71,2211.98,1.02,0.02,331,2212,100.0
4753,445.0,3.91,5.72,2211.96,1.02,0.02,330,2212,100.0
4754,489.05,10.52,15.49,2318.89,1.26,0.03,370,2319,100.0
4755,491.19,9.35,13.65,2323.87,1.08,0.02,364,2324,100.0
4756,518.67,14.62,21.61,2388.01,1.3,0.03,391,2388,100.0
4757,489.05,10.52,15.49,2318.83,1.26,0.03,369,2319,100.0
4758,445.0,3.91,5.71,2212.01,1.02,0.02,330,2212,100.0
4759,445.0,3.91,5.72,2211.91,1.02,0.02,331,2212,100.0
4760,449.44,5.48,8.0,2223.01,1.02,0.02,335,2223,100.0
4761,462.54,7.05,9.02,1915.42,0.94,0.02,307,1915,84.93
4762,518.67,14.62,21.61,2388.06,1.3,0.03,393,2388,100.0
4763,445.0,3.91,5.72,2211.92,1.02,0.02,330,2212,100.0
4764,445.0,3.91,5.71,2211.99,1.02,0.02,331,2212,100.0
4765,491.19,9.35,13.65,2323.91,1.08,0.02,364,2324,100.0
4766,462.54,7.05,9.03,1915.42,0.94,0.02,306,1915,84.93
4767,489.05,10.52,15.49,2318.94,1.26,0.03,371,2319,100.0
4768,449.44,5.48,8.0,2222.99,1.02,0.02,332,2223,100.0
4769,518.67,14.62,21.61,2388.04,1.3,0.03,392,2388,100.0
4770,445.0,3.91,5.72,2211.99,1.02,0.02,331,2212,100.0
4771,489.05,10.52,15.49,2318.89,1.26,0.03,368,2319,100.0
4772,491.19,9.35,13.65,2323.88,1.08,0.02,366,2324,100.0
4773,489.05,10.52,15.49,2318.88,1.26,0.03,371,2319,100.0
4774,491.19,9.35,13.66,2323.92,1.08,0.02,366,2324,100.0
4775,518.67,14.62,21.61,2388.06,1.3,0.03,391,2388,100.0
4776,445.0,3.91,5.72,2211.9,1.02,0.02,330,2212,100.0
4777,445.0,3.91,5.71,2211.89,1.02,0.02,331,2212,100.0
4778,491.19,9.35,13.66,2323.99,1.08,0.02,364,2324,100.0
4779,445.0,3.91,5.71,2211.91,1.02,0.02,332,2212,100.0
4780,449.44,5.48,8.0,2223.02,1.02,0.02,334,2223,100.0
4781,462.54,7.05,9.03,1915.34,0.94,0.02,306,1915,84.93
4782,489.05,10.52,15.49,2318.94,1.26,0.03,370,2319,100.0
4783,489.05,10.52,15.49,2318.87,1.26,0.03,370,2319,100.0
4784,449.44,5.48,8.0,2222.91,1.02,0.02,334,2223,100.0
4785,449.44,5.48,8.0,2222.96,1.02,0.02,335,2223,100.0
4786,445.0,3.91,5.72,2211.85,1.02,0.02,331,2212,100.0
4787,445.0,3.91,5.72,2211.86,1.02,0.02,330,2212,100.0
4788,462.54,7.05,9.02,1915.38,0.94,0.02,306,1915,84.93
4789,449.44,5.48,8.0,2223.02,1.02,0.02,335,2223,100.0
4790,449.44,5.48,8.0,2222.9,1.02,0.02,333,2223,100.0
4791,462.54,7.05,9.02,1915.29,0.94,0.02,306,1915,84.93
4792,449.44,5.48,8.0,2222.88,1.03,0.02,335,2223,100.0
4793,491.19,9.35,13.65,2323.97,1.08,0.02,366,2324,100.0
4794,489.05,10.52,15.49,2318.94,1.26,0.03,368,2319,100.0
4795,491.19,9.35,13.66,2323.94,1.08,0.02,364,2324,100.0
4796,445.0,3.91,5.71,2211.8,1.02,0.02,329,2212,100.0
4797,445.0,3.91,5.71,2211.9,1.02,0.02,330,2212,100.0
4798,449.44,5.48,8.0,2222.89,1.02,0.02,336,2223,100.0
4799,489.05,10.52,15.49,2318.92,1.26,0.03,369,2319,100.0
4800,518.67,14.62,21.61,2388.11,1.3,0.03,392,2388,100.0
4801,445.0,3.91,5.71,2211.87,1.02,0.02,330,2212,100.0
4802,445.0,3.91,5.72,2211.82,1.02,0.02,331,2212,100.0
4803,518.67,14.62,21.61,2388.11,1.3,0.03,392,2388,100.0
4804,518.67,14.62,21.61,2388.08,1.3,0.03,394,2388,100.0
4805,449.44,5.48,8.0,2222.92,1.02,0.02,335,2223,100.0
4806,518.67,14.62,21.61,2388.12,1.3,0.03,393,2388,100.0
4807,462.54,7.05,9.03,1915.3,0.94,0.02,307,1915,84.93
4808,491.19,9.35,13.66,2323.95,1.08,0.02,364,2324,100.0
4809,445.0,3.91,5.71,2211.81,1.02,0.02,330,2212,100.0
4810,518.67,14.62,21.61,2388.15,1.3,0.03,394,2388,100.0
4811,449.44,5.48,8.0,2222.87,1.02,0.02,333,2223,100.0
4812,449.44,5.48,8.0,2222.85,1.02,0.02,336,2223,100.0
4813,518.67,14.62,21.61,2388.15,1.3,0.03,394,2388,100.0
4814,449.44,5.48,8.0,2222.82,1.02,0.02,334,2223,100.0
4815,462.54,7.05,9.03,1915.24,0.94,0.02,307,1915,84.93
4816,445.0,3.91,5.72,2211.8,1.02,0.02,331,2212,100.0
4817,445.0,3.91,5.72,2211.76,1.02,0.02,332,2212,100.0
4818,445.0,3.91,5.72,2211.8,1.02,0.02,331,2212,100.0
4819,489.05,10.52,15.5,2318.99,1.26,0.03,369,2319,100.0
4820,489.05,10.52,15.5,2319.06,1.26,0.03,371,2319,100.0
4821,445.0,3.91,5.72,2211.71,1.02,0.02,331,2212,100.0
4822,518.67,14.62,21.61,2388.16,1.3,0.03,394,2388,100.0
4823,449.44,5.48,8.0,2222.82,1.02,0.02,334,2223,100.0
4824,445.0,3.91,5.71,2211.71,1.02,0.02,333,2212,100.0
4825,489.05,10.52,15.5,2319.03,1.26,0.03,371,2319,100.0
4826,449.44,5.48,8.0,2222.78,1.02,0.02,336,2223,100.0
4827,445.0,3.91,5.71,2211.71,1.02,0.02,332,2212,100.0
4828,491.19,9.35,13.66,2324.08,1.07,0.03,367,2324,100.0
4829,462.54,7.05,9.03,1915.12,0.94,0.02,309,1915,84.93
4830,445.0,3.91,5.71,2211.61,1.02,0.02,333,2212,100.0
4831,491.19,9.35,13.66,2324.06,1.07,0.03,366,2324,100.0
4832,489.05,10.52,15.5,2319.09,1.26,0.03,372,2319,100.0
4833,462.54,7.05,9.03,1915.13,0.94,0.02,309,1915,84.93
4834,449.44,5.48,8.0,2222.74,1.02,0.02,336,2223,100.0
4835,489.05,10.52,15.5,2319.13,1.26,0.03,369,2319,100.0
4836,445.0,3.91,5.71,2211.53,1.02,0.02,332,2212,100.0
4837,445.0,3.91,5.71,2211.54,1.02,0.02,333,2212,100.0
4838,491.19,9.35,13.66,2324.01,1.08,0.03,367,2324,100.0
4839,518.67,14.62,21.61,2388.3,1.3,0.03,397,2388,100.0
4840,449.44,5.48,8.0,2222.77,1.02,0.02,335,2223,100.0
4841,489.05,10.52,15.5,2319.12,1.26,0.03,373,2319,100.0
4842,462.54,7.05,9.03,1915.04,0.94,0.02,309,1915,84.93
4843,449.44,5.48,8.0,2222.7,1.02,0.02,337,2223,100.0
4844,462.54,7.05,9.03,1915.07,0.94,0.02,309,1915,84.93
4845,449.44,5.48,8.0,2222.65,1.02,0.02,336,2223,100.0
4846,489.05,10.52,15.5,2319.19,1.26,0.03,372,2319,100.0
4847,449.44,5.48,8.0,2222.88,1.02,0.02,331,2223,100.0
