,Sensor_1,Sensor_2,Sensor_3,Sensor_6,Sensor_8,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_19,Sensor_20,Health_state
11759,605.06,1502.83,1306.59,393.77,8769.23,45.44,371.42,2388.17,8131.52,8.6981,28.54,17.1781,3
11764,605.03,1500.93,1311.71,393.75,8784.14,45.39,371.5,2388.2,8130.42,8.6328,28.42,17.0542,3
11770,604.73,1505.49,1310.36,393.33,8781.37,45.64,371.41,2388.25,8126.78,8.6936,28.56,17.1276,3
11771,604.89,1496.71,1312.37,394.15,8775.92,45.72,371.15,2388.17,8127.98,8.6644,28.52,17.0828,3
11780,604.73,1498.89,1312.12,393.95,8781.28,45.36,371.75,2388.22,8132.77,8.6615,28.48,17.19,4
11786,605.09,1510.91,1312.43,393.98,8782.72,45.74,371.17,2388.23,8128.72,8.7091,28.45,17.1048,4
11796,605.3,1511.77,1307.98,393.76,8775.8,45.74,371.03,2388.29,8125.18,8.6517,28.59,17.1094,4
11799,605.08,1506.38,1317.4,393.84,8779.11,45.78,371.0,2388.2,8122.56,8.7021,28.34,17.0815,4
11835,604.14,1497.69,1304.42,395.53,8786.56,45.22,372.11,2387.97,8135.33,8.6293,28.56,17.1785,2
11845,604.63,1499.07,1298.08,395.66,8774.86,45.05,371.93,2388.09,8130.31,8.6283,28.68,17.1777,3
11868,604.67,1502.06,1305.03,394.67,8771.48,45.31,372.06,2388.1,8131.93,8.6287,28.59,17.119,3
11870,604.3,1493.64,1301.95,394.36,8775.66,45.48,372.24,2388.12,8127.5,8.6218,28.59,17.3104,3
11876,603.96,1505.09,1304.93,394.39,8783.33,45.31,371.59,2388.06,8133.23,8.6241,28.66,17.1649,3
11880,604.64,1496.71,1300.86,395.34,8777.75,45.28,371.98,2388.06,8135.79,8.6387,28.68,17.1065,3
11883,604.61,1498.49,1304.61,394.71,8780.42,45.2,371.63,2388.06,8131.68,8.6615,28.88,17.2927,3
11898,605.05,1499.48,1294.35,395.26,8782.95,45.39,371.82,2388.1,8132.17,8.629,28.42,17.1154,3
11900,604.48,1492.02,1302.68,394.37,8776.35,45.23,371.55,2388.09,8129.38,8.6516,28.46,17.0685,3
11903,604.35,1495.78,1307.74,394.7,8778.9,45.28,371.83,2388.09,8127.9,8.6409,28.58,17.2928,3
11907,604.79,1501.69,1308.01,395.16,8780.37,45.33,371.74,2388.12,8129.35,8.6549,28.84,17.2284,3
11921,605.0,1494.79,1304.55,395.52,8778.72,45.33,370.98,2388.09,8128.37,8.6394,28.76,17.1383,3
11927,604.12,1500.66,1302.77,394.68,8778.86,45.31,371.67,2388.13,8129.23,8.6934,28.57,17.1544,3
11929,604.5,1500.06,1313.24,394.24,8779.61,45.45,371.72,2388.19,8134.92,8.6481,28.49,17.1809,3
11935,604.81,1506.26,1310.68,394.28,8777.87,45.41,371.79,2388.12,8134.2,8.6531,28.64,17.1123,3
11939,605.21,1491.16,1311.59,394.5,8779.44,45.41,371.08,2388.2,8132.72,8.6622,28.65,17.1895,3
11941,604.46,1504.98,1306.68,394.78,8781.62,45.51,371.24,2388.15,8131.44,8.6324,28.63,17.0831,3
11954,605.44,1495.85,1309.26,393.69,8777.35,45.69,371.27,2388.2,8130.21,8.6446,28.43,17.0132,4
11963,605.1,1501.3,1309.74,393.22,8785.15,45.4,371.35,2388.21,8129.39,8.6783,28.3,17.0804,4
11967,604.93,1508.17,1323.65,394.49,8783.88,45.58,370.98,2388.28,8122.03,8.6756,28.49,17.1334,4
11988,605.46,1509.66,1334.13,393.73,8769.47,46.16,370.32,2388.33,8116.05,8.7287,28.22,16.9968,4
11992,606.36,1513.16,1334.42,393.31,8773.87,46.01,370.3,2388.46,8120.85,8.7586,28.35,16.8711,4
11993,604.83,1503.42,1307.74,394.61,8778.07,45.33,371.77,2388.1,8138.42,8.6263,28.54,17.1481,3
11995,604.73,1504.03,1302.17,395.09,8783.06,45.26,371.58,2388.13,8138.68,8.6515,28.66,17.099,3
12009,604.85,1499.1,1302.38,393.95,8787.24,45.27,371.88,2388.08,8134.85,8.6531,28.86,17.1167,3
12014,604.75,1501.89,1306.23,394.79,8781.33,45.11,371.49,2388.1,8138.41,8.6223,28.61,17.0148,3
12022,604.85,1503.41,1311.05,394.78,8776.55,45.28,371.59,2388.07,8140.0,8.6408,28.62,17.1891,3
12035,604.78,1508.69,1310.8,395.05,8785.95,45.44,371.43,2388.11,8133.7,8.6481,28.42,17.2131,3
12036,604.61,1501.35,1306.0,396.0,8783.68,45.23,371.64,2388.09,8138.26,8.6604,28.64,17.1952,3
12038,604.86,1494.76,1307.74,393.81,8784.16,45.24,372.11,2388.13,8139.27,8.6246,28.65,17.2659,3
12047,604.63,1490.8,1305.79,394.4,8784.29,45.53,371.61,2388.16,8136.18,8.6318,28.59,17.1549,3
12049,604.62,1506.65,1303.25,394.49,8784.89,45.39,372.24,2388.08,8135.55,8.6388,28.66,17.1508,3
12055,604.79,1499.97,1310.47,394.24,8783.31,45.37,371.83,2388.13,8138.01,8.655,28.55,17.1979,3
12067,604.87,1500.0,1305.24,394.29,8784.52,45.39,372.04,2388.16,8136.67,8.6523,28.55,17.006,3
12085,604.87,1498.88,1316.46,394.62,8781.7,45.54,371.53,2388.14,8134.71,8.6853,28.52,17.1734,3
12090,604.83,1495.36,1312.01,394.75,8780.87,45.38,371.99,2388.16,8130.7,8.6604,28.65,17.1854,3
12095,605.59,1502.26,1320.75,394.07,8784.94,45.66,371.5,2388.2,8132.19,8.6481,28.41,17.0168,4
12105,604.91,1505.0,1309.02,394.34,8776.16,45.79,371.29,2388.19,8128.33,8.6649,28.41,17.0915,4
12111,605.34,1499.4,1315.1,393.9,8780.43,45.6,370.93,2388.27,8131.52,8.6668,28.44,17.0012,4
12130,605.35,1509.6,1326.94,393.58,8781.3,45.84,370.23,2388.32,8123.16,8.704,28.47,16.9548,4
12155,604.64,1498.02,1309.22,393.61,8765.77,45.49,371.57,2388.14,8113.91,8.665,28.53,17.0366,3
12165,605.21,1497.78,1308.01,394.82,8779.09,45.48,371.46,2388.18,8118.5,8.6727,28.62,17.1865,3
12168,605.1,1499.14,1309.57,394.47,8766.78,45.2,371.46,2388.17,8117.28,8.6719,28.51,17.197,3
12173,605.05,1499.42,1312.91,394.46,8769.94,45.38,371.36,2388.16,8119.35,8.625,28.62,17.1114,3
12174,604.38,1507.82,1311.3,394.54,8765.2,45.46,372.11,2388.17,8116.13,8.6781,28.66,17.2446,3
12177,604.65,1498.5,1313.14,394.11,8771.17,45.41,371.74,2388.21,8121.83,8.6543,28.62,17.0881,3
12188,605.18,1503.5,1307.17,394.84,8769.46,45.31,371.86,2388.12,8120.58,8.6588,28.46,17.0691,3
12189,604.89,1499.45,1310.74,394.7,8765.26,45.67,371.87,2388.22,8114.49,8.6705,28.55,17.1327,3
12194,604.88,1503.47,1306.84,394.15,8773.34,45.53,371.14,2388.13,8114.45,8.6746,28.67,17.1267,3
12196,605.07,1501.28,1302.32,394.27,8772.12,45.38,371.56,2388.2,8116.22,8.6527,28.57,17.0518,3
12199,604.89,1502.9,1311.31,394.9,8771.92,45.42,371.84,2388.17,8122.03,8.6571,28.42,17.1023,3
12215,604.88,1503.6,1321.66,394.05,8763.82,45.63,371.52,2388.2,8114.33,8.6664,28.55,17.0396,3
12222,605.11,1501.09,1316.1,394.5,8763.71,45.39,371.34,2388.12,8117.26,8.6507,28.31,17.1376,3
12227,604.71,1502.07,1314.74,394.69,8771.45,45.5,371.29,2388.19,8117.95,8.7073,28.67,17.0504,3
12229,605.08,1507.55,1308.89,393.75,8771.89,45.66,371.12,2388.18,8115.41,8.6613,28.46,17.1211,3
12230,604.99,1501.06,1318.76,394.15,8767.97,45.65,370.84,2388.16,8115.26,8.6923,28.4,16.9956,3
12231,605.06,1503.42,1315.42,392.95,8770.6,45.43,371.68,2388.23,8121.09,8.6583,28.52,17.03,3
12233,604.95,1508.37,1319.51,393.9,8764.83,45.64,371.41,2388.21,8117.01,8.6894,28.48,17.0037,3
12243,605.77,1498.46,1318.77,393.88,8762.7,45.4,371.19,2388.21,8112.26,8.6798,28.57,17.1696,4
12244,605.35,1496.41,1312.81,394.54,8762.5,45.59,370.81,2388.24,8110.73,8.6879,28.55,17.1341,4
12245,605.01,1507.4,1316.87,393.91,8767.23,45.42,372.08,2388.22,8114.72,8.7292,28.38,16.9973,4
12251,605.52,1502.64,1313.49,394.0,8759.77,45.81,371.56,2388.25,8114.69,8.6553,28.4,17.0761,4
12254,605.57,1507.92,1317.19,393.97,8762.55,45.92,371.24,2388.24,8107.48,8.7516,28.44,17.0349,4
12258,605.39,1506.65,1312.34,392.97,8769.47,45.8,371.37,2388.25,8116.17,8.6864,28.36,17.0314,4
12269,605.72,1511.41,1322.07,394.21,8762.73,45.94,370.82,2388.3,8107.04,8.7274,28.44,17.1011,4
12277,605.56,1511.1,1325.19,393.32,8762.83,45.97,370.71,2388.39,8105.11,8.7314,28.32,16.9754,4
12289,605.68,1512.75,1327.87,392.56,8760.95,46.12,370.24,2388.38,8100.98,8.7219,28.26,16.8991,4
12290,604.59,1497.19,1297.63,394.83,8790.84,45.18,371.98,2387.99,8139.2,8.6008,28.51,17.2734,2
12294,604.25,1501.24,1294.82,394.88,8788.98,45.08,372.32,2388.05,8148.72,8.6314,28.65,17.246,2
12295,603.99,1502.83,1298.33,395.08,8789.3,45.29,372.58,2388.02,8140.71,8.6085,28.54,17.213,2
12301,604.6,1496.49,1293.55,395.15,8792.0,45.14,371.95,2388.02,8139.71,8.6204,28.5,17.236,2
12322,604.68,1504.93,1306.79,394.55,8789.16,45.1,372.19,2388.07,8137.55,8.6252,28.77,17.1531,3
12323,604.43,1492.53,1304.43,395.19,8796.95,45.16,371.8,2388.05,8138.22,8.615,28.72,17.1975,3
12328,604.4,1497.39,1304.66,394.58,8788.34,45.37,372.1,2388.05,8147.65,8.613,28.63,17.1491,3
12331,604.2,1494.26,1301.87,395.32,8785.42,45.11,372.13,2388.0,8144.91,8.6502,28.72,17.2148,3
12334,604.72,1492.26,1298.04,395.4,8786.6,45.23,371.68,2387.98,8138.78,8.6446,28.81,17.0704,3
12345,604.33,1494.53,1305.77,394.62,8785.61,45.25,371.88,2388.05,8141.32,8.6266,28.66,17.172,3
12361,604.33,1494.43,1308.76,394.86,8780.39,45.08,371.81,2388.07,8141.12,8.6328,28.64,17.2233,3
12368,604.13,1501.03,1304.09,394.31,8785.02,45.39,372.26,2388.07,8132.24,8.638,28.51,17.1881,3
12380,604.03,1502.61,1306.2,395.43,8789.54,45.38,371.44,2388.11,8135.11,8.636000000000001,28.53,17.1958,3
12383,604.47,1503.08,1306.4,394.37,8789.29,45.43,371.66,2388.06,8140.77,8.6234,28.7,17.3083,3
12397,604.91,1501.59,1308.22,394.78,8784.66,45.32,371.87,2388.14,8135.78,8.6601,28.59,17.1539,3
12411,604.54,1504.55,1323.41,393.96,8772.11,45.39,371.03,2388.18,8132.71,8.6352,28.68,17.096,4
12413,605.02,1498.93,1318.72,394.59,8783.03,45.74,371.65,2388.1,8132.49,8.6943,28.75,17.1177,4
12416,604.89,1502.92,1311.13,394.13,8779.08,45.57,371.42,2388.16,8131.16,8.6622,28.46,17.1112,4
12436,605.06,1507.25,1320.39,393.89,8775.72,45.71,370.74,2388.24,8127.17,8.6758,28.6,16.97,4
12439,605.2,1504.18,1312.42,393.41,8780.57,45.75,370.92,2388.29,8120.65,8.6955,28.47,17.01,4
12443,605.03,1509.53,1322.48,393.72,8775.93,45.73,371.05,2388.31,8121.01,8.7227,28.49,17.0604,4
12446,605.77,1510.97,1318.27,393.61,8776.0,45.89,371.12,2388.38,8118.96,8.7313,28.43,17.0875,4
12447,605.32,1510.69,1329.52,392.76,8776.0,45.92,371.06,2388.33,8118.18,8.7325,28.47,16.9749,4
12464,604.76,1501.27,1300.49,394.73,8797.71,45.28,371.99,2388.04,8143.3,8.6119,28.64,17.2093,1
12467,604.56,1501.15,1308.94,395.34,8793.98,45.21,371.63,2388.01,8139.09,8.63,28.81,17.2056,1
12468,604.69,1499.3,1301.23,394.29,8786.6,45.27,372.4,2388.06,8137.18,8.605,28.66,17.2351,1
12473,604.13,1488.5,1301.71,394.91,8785.9,45.18,371.7,2388.02,8142.28,8.5956,28.69,17.1851,1
12484,604.84,1497.74,1302.84,394.88,8784.3,45.22,372.12,2388.09,8137.16,8.644,28.55,17.1696,1
12498,604.39,1502.05,1304.17,394.69,8794.39,45.18,372.49,2388.02,8143.02,8.6767,28.63,17.2008,1
12511,604.33,1496.92,1300.22,395.06,8783.39,45.11,371.82,2388.06,8138.62,8.6461,28.5,17.2043,1
12513,604.23,1495.57,1300.83,395.08,8784.96,45.35,372.05,2388.07,8141.46,8.593,28.67,17.1522,1
12518,604.68,1499.44,1300.21,394.65,8793.98,45.09,371.52,2388.05,8144.56,8.639,28.59,17.1543,1
12521,604.34,1501.31,1300.3,394.34,8790.4,45.16,371.87,2388.01,8142.4,8.6166,28.71,17.2193,1
12524,604.26,1495.0,1298.38,394.44,8793.6,45.17,372.34,2388.0,8141.19,8.6324,28.57,17.1786,1
12530,604.83,1490.67,1298.2,394.43,8791.27,45.18,372.13,2388.03,8141.16,8.6424,28.56,17.164,1
12531,604.57,1499.9,1303.25,394.9,8781.89,45.12,371.75,2388.02,8138.83,8.6136,28.68,17.1327,1
12535,604.03,1502.07,1307.82,394.57,8789.25,45.2,371.93,2388.06,8137.45,8.6386,28.75,17.2236,1
12538,604.58,1497.15,1308.92,394.75,8798.41,45.15,372.42,2388.05,8147.83,8.6233,28.63,17.1223,1
12541,604.86,1493.81,1304.1,395.4,8785.56,45.08,371.95,2388.05,8140.18,8.6168,28.75,17.2208,1
12546,604.23,1492.0,1307.22,395.51,8792.34,45.07,372.3,2388.04,8138.28,8.6267,28.83,17.1658,1
12555,604.13,1490.11,1306.87,394.96,8788.19,45.23,371.91,2388.04,8142.72,8.6372,28.81,16.9783,1
12558,604.27,1502.59,1301.75,395.32,8785.65,45.34,371.5,2388.04,8138.1,8.6738,28.68,17.1478,1
12562,604.79,1498.49,1297.57,394.51,8787.18,45.25,372.21,2388.02,8140.12,8.6431,28.52,17.203,2
12565,604.38,1495.33,1303.75,394.36,8787.7,45.16,371.4,2388.05,8136.35,8.5926,28.67,17.2088,2
12566,604.74,1498.82,1307.53,394.69,8797.39,45.27,371.77,2388.07,8137.85,8.6389,28.61,17.1742,2
12573,604.38,1490.14,1303.58,394.81,8786.23,45.17,372.29,2388.09,8144.83,8.6322,28.77,17.2826,2
12575,604.31,1487.06,1308.18,395.08,8785.33,45.3,371.6,2388.07,8142.29,8.6778,28.67,17.1155,2
12576,604.12,1500.39,1305.57,393.94,8790.42,45.17,371.22,2388.03,8142.5,8.6354,28.48,17.2176,2
12578,605.33,1493.71,1301.7,394.7,8784.16,45.42,372.04,2388.15,8144.95,8.6056,28.48,17.1435,2
12579,604.33,1502.98,1307.16,394.86,8795.8,45.21,371.55,2388.1,8142.19,8.6552,28.7,17.1163,2
12580,604.86,1504.8,1301.53,394.24,8790.6,45.37,371.9,2388.08,8141.15,8.641,28.58,17.2132,2
12581,604.68,1494.36,1307.53,394.79,8793.19,45.37,371.57,2388.12,8149.43,8.6458,28.56,17.1207,2
12605,604.63,1500.49,1306.57,395.18,8791.03,45.22,371.8,2388.06,8144.03,8.6273,28.63,17.1688,2
12612,604.43,1500.35,1305.45,394.69,8791.2,45.22,371.58,2388.08,8148.76,8.6419,28.47,17.1335,3
12617,604.63,1499.31,1305.35,394.51,8793.97,45.35,371.72,2388.04,8140.35,8.651,28.59,17.1483,3
12630,604.8,1497.42,1302.88,395.18,8788.87,45.28,371.74,2388.17,8134.98,8.6555,28.65,17.1517,3
12641,604.96,1502.79,1310.58,394.72,8788.66,45.26,371.92,2388.13,8144.87,8.6575,28.64,17.0017,3
12650,604.63,1505.37,1306.43,394.47,8788.06,45.72,371.56,2388.16,8143.39,8.6449,28.67,17.1246,3
12651,605.17,1498.35,1307.86,394.85,8792.36,45.25,371.99,2388.15,8143.76,8.6666,28.58,17.0765,3
12653,604.52,1498.37,1313.67,394.1,8791.19,45.13,370.92,2388.11,8139.71,8.6396,28.68,17.2167,3
12681,605.5,1504.59,1315.75,394.17,8794.98,45.53,371.2,2388.12,8143.4,8.7179,28.49,17.147000000000002,3
12690,604.95,1506.05,1316.58,393.97,8801.45,45.66,371.28,2388.16,8142.62,8.6628,28.59,17.0918,3
12691,605.5,1504.03,1312.51,394.38,8796.69,45.43,371.75,2388.18,8144.69,8.6819,28.37,16.9801,3
12701,605.22,1505.03,1313.64,394.19,8800.03,45.56,371.08,2388.23,8144.99,8.6647,28.28,16.9998,3
12709,604.97,1499.41,1317.57,394.49,8795.76,45.64,370.58,2388.23,8147.27,8.6734,28.45,17.0768,4
12711,605.58,1513.63,1316.08,393.73,8797.42,45.93,370.88,2388.25,8143.96,8.717,28.47,17.002,4
12721,605.65,1508.45,1318.16,393.08,8793.53,45.69,370.82,2388.25,8145.15,8.7216,28.47,17.0004,4
12728,605.24,1508.92,1327.38,393.52,8796.7,45.59,370.33,2388.25,8144.94,8.7047,28.27,16.9537,4
12733,605.4,1513.18,1329.36,393.89,8794.48,45.93,370.56,2388.33,8140.96,8.728,28.32,17.0038,4
12739,605.62,1506.35,1316.89,392.84,8795.64,45.92,370.73,2388.3,8146.35,8.7035,28.34,17.0675,4
12751,605.39,1508.64,1328.32,394.23,8796.4,46.1,370.57,2388.33,8148.72,8.7137,28.46,16.9986,4
12758,605.68,1516.48,1325.07,392.57,8805.88,46.19,371.3,2388.41,8144.4,8.7441,28.22,16.8869,4
12761,604.49,1507.61,1309.34,393.49,8787.78,45.26,371.56,2388.01,8142.73,8.6437,28.36,17.0766,1
12766,604.52,1496.49,1310.2,394.53,8783.77,45.39,371.96,2388.1,8136.33,8.6413,28.61,17.1739,1
12780,604.88,1501.42,1302.32,394.57,8790.82,45.21,370.8,2388.12,8131.7,8.6337,28.72,17.1284,1
12784,604.25,1506.29,1307.49,394.76,8784.71,45.38,371.4,2388.14,8137.58,8.6226,28.64,17.1475,1
12785,604.11,1496.23,1309.77,394.32,8790.36,45.55,371.94,2388.07,8139.28,8.6574,28.42,17.1752,1
12788,604.59,1507.35,1307.57,394.39,8789.07,45.42,372.29,2388.1,8144.11,8.6864,28.7,17.2287,2
12790,605.0,1496.64,1304.82,393.99,8787.2,45.29,372.16,2388.08,8137.05,8.6681,28.6,17.1347,2
12798,605.09,1499.89,1300.89,394.74,8793.37,45.35,372.05,2388.09,8142.31,8.6367,28.63,17.0786,2
12802,604.43,1502.98,1307.97,395.03,8789.88,45.42,371.79,2388.06,8135.46,8.6804,28.46,17.1243,2
12809,604.76,1500.9,1309.0,393.49,8788.09,45.32,371.51,2388.13,8138.28,8.6556,28.66,17.1019,2
12810,604.98,1504.32,1305.87,394.61,8784.17,45.3,370.96,2388.07,8140.11,8.6048,28.56,17.1024,2
12813,604.44,1502.73,1309.3,394.36,8786.45,45.37,371.44,2388.05,8140.13,8.6673,28.5,17.1587,2
12825,604.82,1500.44,1316.6,394.58,8788.95,45.4,371.89,2388.11,8142.78,8.6681,28.59,16.994,2
12841,604.59,1497.61,1309.96,394.3,8789.02,45.36,371.21,2388.05,8136.44,8.6452,28.53,17.1236,3
12842,604.9,1498.93,1303.29,394.68,8789.28,45.36,371.76,2388.09,8141.76,8.6171,28.43,17.1273,3
12854,605.06,1505.92,1307.96,394.59,8781.83,45.53,370.81,2388.13,8141.64,8.644,28.39,17.1021,3
12856,605.38,1501.58,1311.03,394.01,8787.48,45.37,371.68,2388.2,8137.14,8.6858,28.46,17.0225,3
12858,605.34,1504.4,1306.99,394.45,8789.49,45.33,371.43,2388.17,8134.91,8.6542,28.46,17.0739,3
12867,605.6,1504.23,1306.16,394.01,8792.14,45.44,371.58,2388.1,8139.33,8.6452,28.55,17.1976,3
12874,605.08,1508.77,1309.02,394.39,8785.28,45.48,371.15,2388.14,8135.44,8.6841,28.48,17.0522,3
12876,605.26,1511.0,1316.27,395.42,8783.57,45.58,371.53,2388.16,8139.34,8.6688,28.52,17.0955,3
12889,604.95,1498.82,1311.01,394.79,8784.61,45.51,371.78,2388.13,8136.43,8.665,28.5,17.1753,3
12902,604.66,1500.44,1309.91,393.81,8785.74,45.68,370.87,2388.2,8131.2,8.7085,28.53,17.0032,3
12904,605.12,1501.79,1311.19,393.82,8784.34,45.7,371.92,2388.23,8135.77,8.7217,28.78,17.1216,3
12911,605.02,1502.37,1306.43,394.08,8794.05,45.43,371.11,2388.19,8143.44,8.6739,28.56,17.1644,3
12914,604.65,1512.37,1318.12,393.87,8788.1,45.5,370.98,2388.21,8136.63,8.6407,28.49,17.0631,3
12921,604.68,1499.92,1312.01,394.1,8792.11,45.41,371.07,2388.2,8144.57,8.6943,28.37,17.0109,3
12923,605.35,1497.17,1311.98,394.22,8788.71,45.79,371.26,2388.19,8136.8,8.6831,28.53,17.0468,3
12938,604.77,1503.76,1312.74,393.98,8787.25,45.59,370.96,2388.17,8134.99,8.6554,28.68,17.1465,4
12954,605.66,1512.82,1318.36,393.64,8788.02,45.8,370.95,2388.24,8132.4,8.701,28.39,16.9369,4
12958,605.04,1515.46,1323.48,392.91,8785.68,45.73,371.02,2388.3,8127.7,8.7394,28.46,17.0159,4
12960,606.13,1513.3,1322.07,393.29,8785.35,45.93,371.01,2388.28,8131.02,8.703,28.35,17.0026,4
12966,605.98,1513.04,1327.79,393.41,8788.0,45.82,371.0,2388.34,8131.72,8.737,28.29,16.9494,4
12971,605.64,1512.46,1329.1,393.36,8783.77,46.01,370.5,2388.34,8135.63,8.7561,28.21,16.8709,4
12972,605.39,1506.24,1325.54,393.12,8786.34,45.97,370.2,2388.38,8129.45,8.738999999999999,28.23,16.9166,4
12984,605.33,1516.32,1332.09,392.99,8780.85,45.92,370.5,2388.38,8129.16,8.7351,28.32,16.9849,4
12987,606.44,1517.48,1322.61,392.31,8784.44,46.12,370.72,2388.4,8129.14,8.7742,28.24,16.9158,4
13007,604.41,1495.15,1300.59,395.4,8792.73,45.31,372.31,2388.08,8142.84,8.6212,28.73,17.166,1
13009,604.72,1497.21,1305.08,395.3,8788.77,45.34,372.0,2388.05,8140.17,8.6354,28.57,17.3163,1
13032,604.32,1499.69,1304.31,394.61,8789.88,45.2,372.22,2388.02,8145.53,8.609,28.72,17.2387,2
13033,604.76,1499.78,1304.4,394.63,8789.21,45.08,371.79,2388.01,8144.3,8.6221,28.75,17.0553,2
13039,604.59,1493.92,1294.18,395.5,8794.88,45.22,371.74,2387.98,8142.68,8.6105,28.55,17.191,2
13041,604.34,1502.16,1300.47,395.25,8783.32,45.25,372.18,2388.0,8147.87,8.6376,28.74,17.1669,2
13051,603.64,1495.34,1301.94,394.62,8795.62,45.03,372.47,2388.02,8144.03,8.6312,28.7,17.2435,2
13057,603.96,1497.05,1300.89,394.67,8801.62,45.17,371.73,2388.05,8143.9,8.6375,28.59,17.1777,2
13061,604.1,1494.46,1301.02,394.75,8795.46,45.17,371.88,2388.1,8142.27,8.6168,28.76,17.285,2
13063,604.46,1495.26,1302.93,394.81,8783.66,45.29,372.48,2388.07,8143.07,8.6734,28.57,17.2067,2
13068,604.62,1498.12,1300.33,394.47,8787.22,45.25,372.03,2388.06,8141.52,8.6126,28.61,17.1148,2
13070,604.2,1501.92,1297.56,394.85,8796.48,45.19,371.69,2388.04,8141.62,8.6378,28.66,17.2224,2
13071,605.15,1500.75,1296.33,395.54,8785.72,45.21,371.58,2388.06,8146.25,8.625,28.65,17.2485,2
13073,605.2,1497.64,1306.11,395.54,8789.05,45.11,372.16,2388.09,8142.65,8.6428,28.68,17.1914,2
13079,604.65,1506.05,1304.24,394.9,8790.81,45.13,371.75,2388.08,8137.59,8.6381,28.68,17.2306,3
13084,604.21,1497.85,1309.93,395.41,8785.96,45.31,371.94,2388.09,8143.39,8.6365,28.71,17.1278,3
13093,604.55,1498.37,1305.11,394.56,8790.43,45.4,371.83,2388.05,8148.15,8.6495,28.68,17.1737,3
13098,604.4,1508.97,1308.19,395.41,8804.54,45.25,371.98,2388.04,8145.51,8.652000000000001,28.59,17.2343,3
13103,604.96,1496.78,1305.04,394.89,8801.53,45.08,371.73,2388.1,8143.77,8.6443,28.74,17.1219,3
13104,604.37,1500.09,1306.56,394.78,8799.51,45.24,371.66,2388.06,8143.06,8.656,28.7,17.2132,3
13109,604.92,1494.79,1300.69,394.41,8792.49,45.2,371.92,2388.06,8146.99,8.6749,28.5,17.0958,3
13112,604.47,1501.13,1303.23,395.33,8794.47,45.12,371.66,2388.07,8142.45,8.6492,28.53,17.0772,3
13113,604.65,1497.8,1312.44,395.17,8803.62,45.26,372.09,2388.04,8149.44,8.6472,28.38,17.1473,3
13116,604.55,1498.99,1303.55,394.81,8801.73,45.35,371.87,2388.11,8141.84,8.6276,28.65,17.0095,3
13126,604.82,1495.33,1304.53,395.28,8790.85,45.35,371.72,2388.1,8142.02,8.5995,28.41,17.1264,3
13128,604.9,1501.68,1311.22,393.55,8791.26,45.38,371.65,2388.14,8142.7,8.6484,28.37,17.1403,3
13131,605.1,1500.5,1305.44,394.43,8796.43,45.26,371.87,2388.13,8146.13,8.6734,28.68,17.0982,3
13141,604.55,1497.87,1311.65,393.96,8795.29,45.42,371.2,2388.19,8145.19,8.6661,28.51,17.1774,3
13144,604.4,1506.15,1314.19,394.39,8789.15,45.38,371.54,2388.14,8142.31,8.6611,28.51,17.1238,3
13158,605.2,1497.86,1309.49,394.73,8795.14,45.49,371.64,2388.18,8140.08,8.6689,28.34,17.1016,3
13168,605.06,1503.73,1312.04,394.77,8795.75,45.5,371.4,2388.18,8143.28,8.6442,28.72,17.1371,3
13170,604.97,1502.82,1315.18,394.58,8797.15,45.61,370.71,2388.22,8144.4,8.6826,28.53,17.2367,3
13179,605.48,1505.06,1317.18,394.18,8797.1,45.59,371.45,2388.17,8145.81,8.6736,28.44,17.0723,4
13180,604.36,1508.77,1313.82,393.47,8798.67,45.61,371.37,2388.19,8142.46,8.7089,28.4,17.0664,4
13182,605.36,1500.99,1319.7,394.08,8795.25,45.47,371.38,2388.25,8141.97,8.6762,28.4,17.1023,4
13194,605.18,1501.93,1318.87,394.18,8793.26,45.7,371.32,2388.21,8142.12,8.6737,28.54,17.0714,4
13198,604.36,1509.72,1318.01,392.69,8793.01,45.81,371.2,2388.25,8138.25,8.6823,28.62,16.9888,4
13199,605.1,1503.51,1317.38,394.21,8793.73,45.76,371.36,2388.32,8136.42,8.6927,28.39,17.055,4
13208,605.82,1507.36,1330.35,392.76,8800.68,45.8,370.45,2388.3,8138.76,8.7239,28.3,17.0301,4
13210,605.78,1514.65,1317.52,393.14,8795.59,45.93,370.6,2388.27,8140.76,8.7237,28.31,17.0208,4
13212,605.98,1516.66,1324.39,393.66,8799.97,46.01,370.61,2388.35,8139.77,8.7713,28.37,17.0556,4
13230,604.92,1498.38,1308.51,394.89,8776.3,45.33,371.32,2388.17,8133.14,8.633,28.54,17.1527,1
13237,604.5,1500.94,1308.34,394.69,8778.87,45.5,371.14,2388.16,8127.45,8.6536,28.58,17.2051,1
13238,604.96,1497.98,1302.04,393.9,8775.25,45.62,372.09,2388.06,8131.59,8.6678,28.46,17.1539,1
13253,604.84,1506.26,1314.12,394.65,8768.54,45.36,371.97,2388.13,8124.9,8.6219,28.44,17.1615,1
13254,604.9,1498.4,1305.12,394.39,8786.06,45.39,372.11,2388.13,8136.08,8.647,28.55,17.1692,1
13266,605.05,1504.82,1310.35,394.15,8775.36,45.38,371.5,2388.14,8128.96,8.6544,28.65,17.1324,1
13271,604.74,1505.48,1311.39,394.68,8776.87,45.57,372.04,2388.16,8130.04,8.677,28.61,17.2395,1
